Date,Open,High,Low,Close,Volume
2016-07-20T00:00:00.000000Z,1.10202,1.10304,1.09816,1.10144,22855
2016-07-21T00:00:00.000000Z,1.10139,1.10598,1.09796,1.10262,36400
2016-07-22T00:00:00.000000Z,1.10264,1.10411,1.09556,1.09774,23685
2016-07-25T00:00:00.000000Z,1.09746,1.09990,1.09523,1.09948,17419
2016-07-26T00:00:00.000000Z,1.09936,1.10300,1.09784,1.09856,18713
2016-07-27T00:00:00.000000Z,1.09864,1.10648,1.09614,1.10592,28431
2016-07-28T00:00:00.000000Z,1.10648,1.11194,1.10528,1.10764,21791
2016-07-29T00:00:00.000000Z,1.10780,1.11975,1.10728,1.11746,30616
2016-08-01T00:00:00.000000Z,1.11748,1.11838,1.11552,1.11630,15432
2016-08-02T00:00:00.000000Z,1.11614,1.12338,1.11590,1.12231,18440
2016-08-03T00:00:00.000000Z,1.12222,1.12273,1.11406,1.11504,15236
2016-08-04T00:00:00.000000Z,1.11488,1.11566,1.11140,1.11296,17270
2016-08-05T00:00:00.000000Z,1.11283,1.11613,1.10458,1.10872,18191
2016-08-08T00:00:00.000000Z,1.10809,1.11050,1.10721,1.10882,11292
2016-08-09T00:00:00.000000Z,1.10862,1.11227,1.10707,1.11168,12391
2016-08-10T00:00:00.000000Z,1.11156,1.11900,1.11128,1.11769,15585
2016-08-11T00:00:00.000000Z,1.11780,1.11916,1.11356,1.11370,14723
2016-08-12T00:00:00.000000Z,1.11358,1.12214,1.11314,1.11621,16738
2016-08-15T00:00:00.000000Z,1.11692,1.12038,1.11535,1.11832,10823
2016-08-16T00:00:00.000000Z,1.11830,1.13224,1.11776,1.12782,24195
2016-08-17T00:00:00.000000Z,1.12790,1.13159,1.12414,1.12900,21794
2016-08-18T00:00:00.000000Z,1.12885,1.13664,1.12862,1.13540,24391
2016-08-19T00:00:00.000000Z,1.13522,1.13596,1.13044,1.13254,20219
2016-08-22T00:00:00.000000Z,1.13098,1.13306,1.12712,1.13210,18662
2016-08-23T00:00:00.000000Z,1.13198,1.13555,1.13034,1.13052,16858
2016-08-24T00:00:00.000000Z,1.13058,1.13114,1.12453,1.12636,17975
2016-08-25T00:00:00.000000Z,1.12646,1.12976,1.12594,1.12861,14361
2016-08-26T00:00:00.000000Z,1.12822,1.13410,1.11806,1.11966,34929
2016-08-29T00:00:00.000000Z,1.11774,1.12078,1.11583,1.11889,18468
2016-08-30T00:00:00.000000Z,1.11898,1.11922,1.11321,1.11428,18285
