Date,Open,High,Low,Close,Volume
2017-01-20T00:00:00.000000Z,1.23432,1.23808,1.22606,1.23740,1000000
2017-01-23T00:00:00.000000Z,1.23748,1.25386,1.23734,1.25352,1000000
2017-01-24T00:00:00.000000Z,1.25335,1.25448,1.24184,1.25202,1000000
2017-01-25T00:00:00.000000Z,1.25243,1.26386,1.24914,1.26345,1000000
2017-01-26T00:00:00.000000Z,1.26360,1.26739,1.25567,1.25942,1000000
2017-01-27T00:00:00.000000Z,1.26025,1.26060,1.25162,1.25485,1000000
2017-01-30T00:00:00.000000Z,1.25889,1.26009,1.24658,1.24856,1000000
2017-01-31T00:00:00.000000Z,1.24813,1.25964,1.24126,1.25785,1000000
2017-02-01T00:00:00.000000Z,1.25845,1.26800,1.25426,1.26592,1000000
2017-02-02T00:00:00.000000Z,1.26608,1.27064,1.25184,1.25287,1000000
2017-02-03T00:00:00.000000Z,1.25254,1.25382,1.24585,1.24840,1000000
2017-02-06T00:00:00.000000Z,1.24881,1.24989,1.24274,1.24683,1000000
2017-02-07T00:00:00.000000Z,1.24666,1.25464,1.23470,1.25088,1000000
2017-02-08T00:00:00.000000Z,1.25078,1.25499,1.24750,1.25420,1000000
2017-02-09T00:00:00.000000Z,1.25398,1.25824,1.24912,1.24970,1000000
2017-02-10T00:00:00.000000Z,1.24949,1.25216,1.24404,1.24868,1000000
2017-02-13T00:00:00.000000Z,1.24754,1.25395,1.24754,1.25264,1000000
2017-02-14T00:00:00.000000Z,1.25250,1.25483,1.24432,1.24680,1000000
2017-02-15T00:00:00.000000Z,1.24697,1.24809,1.23835,1.24626,1000000
2017-02-16T00:00:00.000000Z,1.24604,1.25238,1.24548,1.24889,1000000
2017-02-17T00:00:00.000000Z,1.24877,1.25111,1.23880,1.24106,1000000
2017-02-20T00:00:00.000000Z,1.24075,1.24827,1.24072,1.24649,1000000
2017-02-21T00:00:00.000000Z,1.24627,1.24814,1.24014,1.24740,1000000
2017-02-22T00:00:00.000000Z,1.24720,1.25082,1.24201,1.24477,1000000
2017-02-23T00:00:00.000000Z,1.24514,1.25614,1.24280,1.25548,1000000
2017-02-24T00:00:00.000000Z,1.25564,1.25701,1.24484,1.24621,1000000
2017-02-27T00:00:00.000000Z,1.24731,1.24790,1.23834,1.24444,1000000
2017-02-28T00:00:00.000000Z,1.24396,1.24703,1.23742,1.23784,1000000
2017-03-01T00:00:00.000000Z,1.23781,1.24052,1.22802,1.22920,1000000
2017-03-02T00:00:00.000000Z,1.22939,1.23076,1.22422,1.22660,1000000
2017-03-03T00:00:00.000000Z,1.22655,1.23026,1.22141,1.22991,1000000
2017-03-06T00:00:00.000000Z,1.22848,1.23008,1.22241,1.22370,1000000
2017-03-07T00:00:00.000000Z,1.22378,1.22530,1.21694,1.22000,1000000
2017-03-08T00:00:00.000000Z,1.21991,1.22138,1.21386,1.21674,1000000
2017-03-09T00:00:00.000000Z,1.21663,1.21956,1.21328,1.21631,1000000
2017-03-10T00:00:00.000000Z,1.21604,1.21885,1.21404,1.21641,1000000
2017-03-13T00:00:00.000000Z,1.21619,1.22512,1.21534,1.22173,1000000
2017-03-14T00:00:00.000000Z,1.22201,1.22254,1.21092,1.21524,1000000
2017-03-15T00:00:00.000000Z,1.21497,1.23096,1.21448,1.22894,1000000
2017-03-16T00:00:00.000000Z,1.22924,1.23775,1.22419,1.23619,1000000
2017-03-17T00:00:00.000000Z,1.23586,1.24048,1.23241,1.23934,1000000
2017-03-20T00:00:00.000000Z,1.23856,1.24360,1.23350,1.23584,1000000
2017-03-21T00:00:00.000000Z,1.23585,1.24948,1.23405,1.24780,1000000
2017-03-22T00:00:00.000000Z,1.24770,1.25060,1.24230,1.24825,1000000
2017-03-23T00:00:00.000000Z,1.24868,1.25316,1.24630,1.25200,1000000
2017-03-24T00:00:00.000000Z,1.25221,1.25227,1.24696,1.24718,1000000
2017-03-27T00:00:00.000000Z,1.24947,1.26155,1.24900,1.25592,1000000
2017-03-28T00:00:00.000000Z,1.25566,1.25967,1.24409,1.24500,1000000
2017-03-29T00:00:00.000000Z,1.24463,1.24762,1.23766,1.24329,1000000
2017-03-30T00:00:00.000000Z,1.24322,1.25245,1.24032,1.24705,1000000
2017-03-31T00:00:00.000000Z,1.24662,1.25600,1.24331,1.25497,1000000
2017-04-03T00:00:00.000000Z,1.25476,1.25567,1.24657,1.24852,1000000
2017-04-04T00:00:00.000000Z,1.24835,1.24952,1.24190,1.24392,1000000
2017-04-05T00:00:00.000000Z,1.24420,1.24986,1.24235,1.24829,1000000
2017-04-06T00:00:00.000000Z,1.24826,1.25059,1.24500,1.24688,1000000
2017-04-07T00:00:00.000000Z,1.24684,1.24774,1.23656,1.23732,1000000
2017-04-10T00:00:00.000000Z,1.23852,1.24293,1.23655,1.24162,1000000
2017-04-11T00:00:00.000000Z,1.24140,1.24944,1.24036,1.24922,1000000
2017-04-12T00:00:00.000000Z,1.24902,1.25484,1.24808,1.25407,1000000
2017-04-13T00:00:00.000000Z,1.25366,1.25755,1.25010,1.25041,1000000
2017-04-14T00:00:00.000000Z,1.25104,1.25354,1.25000,1.25235,1000000
2017-04-17T00:00:00.000000Z,1.25305,1.25958,1.25252,1.25656,1000000
2017-04-18T00:00:00.000000Z,1.25690,1.29084,1.25148,1.28402,1000000
2017-04-19T00:00:00.000000Z,1.28374,1.28610,1.27698,1.27796,1000000
2017-04-20T00:00:00.000000Z,1.27754,1.28471,1.27727,1.28109,1000000
2017-04-21T00:00:00.000000Z,1.28144,1.28347,1.27558,1.28119,1000000
2017-04-24T00:00:00.000000Z,1.28430,1.28441,1.27722,1.27966,1000000
2017-04-25T00:00:00.000000Z,1.27946,1.28460,1.27751,1.28371,1000000
2017-04-26T00:00:00.000000Z,1.28432,1.28634,1.28050,1.28498,1000000
2017-04-27T00:00:00.000000Z,1.28474,1.29176,1.28388,1.29037,1000000
2017-04-28T00:00:00.000000Z,1.29021,1.29658,1.28898,1.29480,1000000
2017-05-01T00:00:00.000000Z,1.29304,1.29472,1.28824,1.28866,1000000
2017-05-02T00:00:00.000000Z,1.28826,1.29402,1.28648,1.29393,1000000
2017-05-03T00:00:00.000000Z,1.29397,1.29482,1.28657,1.28665,1000000
2017-05-04T00:00:00.000000Z,1.28698,1.29328,1.28304,1.29226,1000000
2017-05-05T00:00:00.000000Z,1.29218,1.29851,1.29000,1.29782,1000000
2017-05-08T00:00:00.000000Z,1.29857,1.29902,1.29299,1.29396,1000000
2017-05-09T00:00:00.000000Z,1.29363,1.29608,1.29030,1.29339,1000000
2017-05-10T00:00:00.000000Z,1.29330,1.29884,1.29278,1.29372,1000000
2017-05-11T00:00:00.000000Z,1.29372,1.29486,1.28496,1.28862,1000000
2017-05-12T00:00:00.000000Z,1.28848,1.28999,1.28446,1.28855,1000000
2017-05-15T00:00:00.000000Z,1.28820,1.29408,1.28809,1.28947,1000000
2017-05-16T00:00:00.000000Z,1.28994,1.29580,1.28652,1.29190,1000000
2017-05-17T00:00:00.000000Z,1.29129,1.29910,1.29062,1.29710,1000000
2017-05-18T00:00:00.000000Z,1.29674,1.30481,1.28877,1.29416,1000000
2017-05-19T00:00:00.000000Z,1.29325,1.30404,1.29218,1.30371,1000000
2017-05-22T00:00:00.000000Z,1.29974,1.30426,1.29654,1.30002,1000000
